id,source,title,url,author,posted_at,hn_score,hn_comments,fetched_at,llm_signal_strength,llm_investment_relevance,llm_market_impact,llm_tag,llm_flag,llm_translation,prompt_version,model,input_tokens,output_tokens,cache_write_tokens,cache_read_tokens,cost_usd,run_timestamp
reuters_via_google:5799b3e0d4db,reuters_via_google,Iran top negotiator threatens to defeat US blockade on Iran - Reuters,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPakVzRnZYalIxVmRrUjV3VXJiMlVVUVo4Y2gzU2c0R21CdmRueEVyUTZ0bkkyMndJR1YwTTRyUXZBcFJkSGRQMTR6c1R3RE1UejRXYXNfZmdwSnpIbk01T21TMTdNY1FuYlF0YnJQdk9oZG1DQVBwUnpzbkYwWDlWaXFyM0hQSnNiNDQ0OFNCWm9vT0tVRVA2ZmluZzBLX25WS3kwNERfSGN0WUk?oc=5,Reuters via Google (Top),2026-06-08T22:53:43+00:00,,,2026-06-09T02:12:37+00:00,4,3,7,macro,skim,"Iranian threat rhetoric is routine, but geopolitical escalation around sanctions could spike oil and disrupt energy markets. If tensions materialize into actual blockade/counter-blockade action, oil prices rise sharply within 6–12 months, compressing growth-tech multiples and modestly benefiting energy/battery-material theses.",news_v0.2,claude-haiku-4-5,2737,136,0,0,0.003417,2026-06-08T22:14:14
reuters_via_google:b1f77dadbd35,reuters_via_google,"US says BYD, Baidu, Alibaba and other tech giants are aiding China's military - Reuters",https://news.google.com/rss/articles/CBMitAFBVV95cUxPelJqSF9oSWNaaE56YnpwNkVadW83aHZ4OWNCWk40c21jTXF2T0l4dF94UmpiN0wyaHRoWUp2UXZ4NW9VVW1ERXJhRURTYkRQZnRycFZmMkoxMHdtblR2ZVNZcFVHTTV1NHFyQ1h1OUhkY2E2anBETkQySXlxeGd1cndQNlNzYzBXWkxJOUQ1WUlYamxfUFlCNFUyYThuM1I2MW9FTDJ6SHV2QngwYU9MOUFBRm4?oc=5,Reuters via Google (Top),2026-06-09T04:07:19+00:00,,,2026-06-09T02:12:37+00:00,7,6,8,macro,read,"US escalation of China tech-military nexus allegations signals tighter export controls and potential sectoral sanctions ahead. Chain: regulatory/sanctions pressure on Chinese AI/semiconductor names → supply-chain repositioning for US investors holding China-exposed tech (BABA, BIDU, BYD indirectly via supply chains) → accelerates deglobalization thesis, benefiting US-domiciled AI infrastructure (NVDA demand hold firm) and onshore battery/EV supply chains (LAC, ALB); geopolitical risk premium widens, broadening volatility.",news_v0.2,claude-haiku-4-5,2753,186,0,0,0.003683,2026-06-08T22:14:17
reuters_via_google:a37598657fa2,reuters_via_google,Albania's Rama vows to push on with Kushner-linked luxury resort despite protests - Reuters,https://news.google.com/rss/articles/CBMitwFBVV95cUxQdWNlbTJPWGNKUmpacXI5MW94WktpZ3dDS25MMmZpcmtyanYwb093YUV3ZWhOakZSNmJlMk5SRWVWS1NVTzV4VDhUbjd1blJyZ2NQR3dsS1lZWG8yWVZlSWN5bExGZHJFXzdpa3RpT3IwWEg5M3oxU0pyTEFzcW0yc0o3QjZtOGozXzBNUG1zMWNlUkJBZVhJN0U5LWdFMFpnNDA1Y3dfc1dSYy1HUG5IREtxcjNDdzg?oc=5,Reuters via Google (Top),2026-06-08T21:08:00+00:00,,,2026-06-09T02:12:37+00:00,3,1,1,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2752,67,0,0,0.003087,2026-06-08T22:14:18
reuters_via_google:6fc36e3462a9,reuters_via_google,"Trump warned Netanyahu against renewed Iran war, Axios reports - Reuters",https://news.google.com/rss/articles/CBMitgFBVV95cUxQdEppbGtCYUg1d2g4cVR1d3pxTDZVNFJKTV9sSm5xbEl0V19VQVVvMlZIYXFQeXRtbkZ5SnRVUjRmb19mdEg3bjMwNXZmMjJnT3pmODRIMGZkNGZyenhoYjQ3STlyeVZpNkNvODNoS25YM2pXd1JXaHpxaFNkeUQzWkU5aTMwR2JkanlfcXl0RkNnVVNpV1NkQS1IN2ZGWHBMX0FaeVY0YmJYUWF3ZEUxRWZqb01uUQ?oc=5,Reuters via Google (Top),2026-06-09T01:16:36+00:00,,,2026-06-09T02:12:37+00:00,6,3,7,macro,read,"Geopolitical de-escalation signal reduces near-term Iran conflict risk. Chain: lower war probability → oil price stays off 'crisis premium' → inflation expectations ease → Fed cut cycle less pressured → growth-tech (NVDA, AI infra) tailwind; broad equity risk-off trade unwinds.",news_v0.2,claude-haiku-4-5,2750,133,0,0,0.003415,2026-06-08T22:14:21
reuters_via_google:a2d7dcb544bb,reuters_via_google,Germany and France drop joint fighter jet project - Reuters,https://news.google.com/rss/articles/CBMi0gFBVV95cUxNNEVlR0lobTBLX251amozdWRGQnRoQ2wzU1FrLUpNWGtGU0c0NjZPWEdjaDM0OS1USHJfdS1yQjVBM0hyZ2tnLVRPVmlsSnJSYVpVWEFUcWlLcmowUjhhRDVZRENvWHoybXFtbXZQb0o1RVZXYmZuSVBqWUdqVkVoRVZFRjltRzVxcGVYQWRaSk1zSy1xSGtUUEw4RXFrVDlsTTlCb0gwOW5VV0RhYlBDR0JIZndDckxzVDdNMzBjcXJUZ0puUVdfWjFMMDJ6V0p5eGc?oc=5,Reuters via Google (Top),2026-06-09T00:01:09+00:00,,,2026-06-09T02:12:37+00:00,7,3,6,macro,skim,"European defense consolidation fractures; signals weakening EU industrial coordination and potential shift of spending toward US suppliers. Indirect: geopolitical fragmentation may accelerate NATO reliance on US tech/defense, but no direct read to retail equity positions (RTX, LMT, NOC trades on broader US defense posture, not single project cancellations).",news_v0.2,claude-haiku-4-5,2779,141,0,0,0.003484,2026-06-08T22:14:24
reuters_via_google:a54587680ec9,reuters_via_google,"Defying Trump with brief Iran fight, Israel seeks sway over peace talks - Reuters",https://news.google.com/rss/articles/CBMizgFBVV95cUxQTmtRMjRxTjh5TTVpTlNkblM0VlFZemNDUHlvR01vT0lYYVd1M3JWTWVlVy1BZFVhTHNtdjY1cjM3WjBIanNzR1l5eGhEMnhFbTR0WlRDdmxyZzYwTjJxNmVxNkxQYU0zQzdzN0FDRUxiMUZYNFgxM3RxTHpqQkhMS0JrVkJmV2huRTI0LV9TTDZ0VUdUVTZzVVBPem1UR3JmR1U4MXN6aWhHWU9kOWFlVldzaUZPVXRaT2ZMUHY1V1pENm11aWViTFpYQVZRQQ?oc=5,Reuters via Google (Top),2026-06-09T02:01:59+00:00,,,2026-06-09T02:12:37+00:00,6,3,7,macro,skim,Israeli military action amid US peace-talk resistance signals geopolitical risk elevation in Middle East. Chain: sustained Iran-Israel tension → oil-price floor support → inflation headwind for growth-tech valuations (NVDA) and potential Fed pivot delay; broad-market VT/SPY face sticky risk premium if escalation widens.,news_v0.2,claude-haiku-4-5,2791,136,0,0,0.003471,2026-06-08T22:14:29
reuters_via_google:66d4c248fd35,reuters_via_google,US judge asked to bar Trump's UFC fight at White House - Reuters,https://news.google.com/rss/articles/CBMiogFBVV95cUxPX3RrUHpOU3dIRUlyc1Z6NU1LTkItUEdaY3FmeUFtOEI0VWpTWmJwdFlrZzJDcUlpenVpLUt4czhFbE1xRFl4MVhibGpjbThwaVQ5QWFlVWZmODAyM0xuNjd4TjVaUU1tRUNoMVluVE0weExhVU13anQzb1gyY1N0Q1U3YU1OWHZNb01Cc2tTbnRiT29vV1A2MHgtNDRCUE1PSWc?oc=5,Reuters via Google (Top),2026-06-08T20:06:14+00:00,,,2026-06-09T02:12:37+00:00,2,1,1,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2718,67,0,0,0.003053,2026-06-08T22:14:30
reuters_via_google:f8a4c91b3ecd,reuters_via_google,US adds visa restrictions for Nicaraguans over death of indigenous leader - Reuters,https://news.google.com/rss/articles/CBMiuAFBVV95cUxOTUdDUnRYSUNWMGlwTWJYUFhQQTRpdnVMUUhYUEo1bFZEb1I1aHd6VkRmVnh5S3VTZ3lSOGJJOFBqMXYzY1BpMGZxd29CZ0dnaXVEMndpTTV1NEN5aXNvQndnM1BMUXlWY1BSYWwwYWIxTjdacDQ0RUhIRTFrXzJ2czlEYnVBbE5MN2RVZ2hZNnJDVkNBRWZ6ckFJcFVWMnNlejVhXzduU2xpeS01VVlXMHZyV21heXdG?oc=5,Reuters via Google (Top),2026-06-08T19:27:44+00:00,,,2026-06-09T02:12:37+00:00,4,1,2,macro,skip,Low signal.,news_v0.2,claude-haiku-4-5,2758,67,0,0,0.003093,2026-06-08T22:14:32
reuters_via_google:cd62550bd5ca,reuters_via_google,"US confirms new screwworm cases, as ranchers brace for spread - Reuters",https://news.google.com/rss/articles/CBMiswFBVV95cUxPLVdpM05nUUZRa1NDa1Y4bmVTNVhnbjM2a2lZWUJFaEEzeWo0MDlvWG1fWXFKVV9mSERqWFdwS1FkZF8zNjdQRWJXcm9VS0c4YUpzakJjdWcxc1VyZDNZbU1xTl9pcmozQVZneWVaUE94OG1udnhlWFBRU081dUNyLW1uZURXem14cnFFZDIwS0tpX3RUM2wwbVoyT1NYUTZDaVBTUkU4Ymp4ajRNdk5nOE13bw?oc=5,Reuters via Google (Top),2026-06-09T03:09:03+00:00,,,2026-06-09T02:12:37+00:00,6,2,4,macro,skim,"Screwworm outbreak in US livestock is a real agricultural pest shock, but the market impact is limited to commodity prices (cattle/beef) and regional agricultural insurance — not directly relevant to AI, EV materials, or broad equity themes. Monitor if spread accelerates beef prices materially.",news_v0.2,claude-haiku-4-5,2743,125,0,0,0.003368,2026-06-08T22:14:34
reuters_via_google:b736b64544f8,reuters_via_google,"Alphabet taps Intel to make three million in-house chips, The Information reports - Reuters",https://news.google.com/rss/articles/CBMiugFBVV95cUxOZmR2dkxzTTRVc2F2MzdYOFR2MzVPSXdkWm9NSlBGdkQ1b05uZ3VzRVFzcVEtRXhQZUc4WVhkMmRhcngzNGNWUDBLSGNLSHZoN0U5b1FDd2hKR0t3dTdlak1RMnNVU25UdEx4YnpwbHJTaGo3NndhNVltT3NmaF8wYTFjdTFjTkdDN1VYeUx3akNNUlVzVjAwSWNIVDZidFJ4dXBhVEw2enYyZUxyN0JqV3FKZW91am1EeHc?oc=5,Reuters via Google (Top),2026-06-09T00:20:25+00:00,,,2026-06-09T02:12:37+00:00,7,8,7,ai,read,"Alphabet is moving 3M units of chip design in-house via Intel foundry, signaling vertical integration of AI-infra supply chain. Direct read on NVDA moat erosion and Intel's foundry viability; validates the hyperscaler-chip-design thesis within 2 years.",news_v0.2,claude-haiku-4-5,2766,129,0,0,0.003411,2026-06-08T22:14:36
reuters_via_google:f814a1c2ba72,reuters_via_google,Great white shark caught on underwater footage during Mediterranean clean-up - Reuters,https://news.google.com/rss/articles/CBMitgFBVV95cUxQT0JzM0dqejM1ak5UZURkMXVNaV84YWg3WlZKVWZPM3oyUkZYaHdKWnlQa2dNQTF1WDAyNGN5WVF3T24tM3hyMWtwY0FycnlCNmFGN1FfaEZNeVRTSlUtd1h5c0lLUGdqMmZJQnpyNUJWOXZDZUFmVXFuNXpBRHNjbC1iam5uZDRJazdzTlBnLVI0MjM2TkoybjNwQ1RhOW5QRGdWdFp3cDdXVTRqSkphbmdTRUc1QQ?oc=5,Reuters via Google (Top),2026-06-08T21:49:51+00:00,,,2026-06-09T02:12:37+00:00,2,1,1,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2752,67,0,0,0.003087,2026-06-08T22:14:37
reuters_via_google:0dd56a13c4bb,reuters_via_google,US Justice Department says it moved to strip citizenship from 17 naturalized people - Reuters,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNVFRHb3BJV1B4dTh1cHZmTXZBQ1JnSkhaNWlobEZ6QktnaC1NV0x2ZC1nb1BJY0swOWlVNm1nN0MwZVJFWkZFY3AweGNnWFQ0cmU4NXhxSk9GVmFINE53NlNQNDJnYWlhWW04R295MjM4VXJqNW5FU2RvUlgxN0tLQUJ5dTdDbTZZU3pTVmVrNU9jbTNsbUl4ZUVPaUJYY1hKdDhkdzlZY09PQk1HNkdVYzA1MVZ4LWFy?oc=5,Reuters via Google (Top),2026-06-08T23:56:25+00:00,,,2026-06-09T02:12:37+00:00,6,2,4,macro,skim,"DOJ citizenship-stripping action is a political/legal story with no direct bearing on retail equity thesis (AI, EV/battery, broad index). Potential downstream: if targeting naturalizes accelerates, could modestly shift immigration policy, affecting labor supply in semiconductors/clean energy sectors, but the link is indirect and long-cycle.",news_v0.2,claude-haiku-4-5,2758,136,0,0,0.003438,2026-06-08T22:14:39
reuters_via_google:b7d8034deba4,reuters_via_google,"Amazon, Corning sign multi-billion-dollar deal to boost fiber optics manufacturing in US - Reuters",https://news.google.com/rss/articles/CBMiwwFBVV95cUxOazVNTDFSeEdZeU5QaHRWajlVT1dvYnhyNV9JaUJVbEJQOVFUUHJVTUItbGhJclJlVG14cUhGTWdsRXV1RlY2WU5yVmxjbXVwRlVjZlo4WjBMbTc3Q2U3WDBDelgyNHJoVUVKYlRIaGk5WDRNemd1aG9PQ1M2eTl1VmJlOF9vc0pPOUxKVFFocVhDNDhlZWZheEpMeG5QWUtuQlNnNjY2bnZiRHdEOWJuVkYxV3RIcXJhZ0pUdGhlbmNJQVk?oc=5,Reuters via Google (Top),2026-06-08T19:12:54+00:00,,,2026-06-09T02:12:37+00:00,7,6,6,macro,skim,"Amazon and Corning partnership signals serious US fiber-optics reshoring commitment, likely driven by geopolitical supply-chain concerns and CHIPS Act tailwinds. Indirect benefit to broad US infrastructure/capex thesis, but no named public plays in fiber optics; watch for supply-chain cost implications across cloud/data-center operators within 18 months.",news_v0.2,claude-haiku-4-5,2777,142,0,0,0.003487,2026-06-08T22:14:41
reuters_via_google:60735437d2c9,reuters_via_google,"US judge scraps Trump policy restricting wind, solar tax breaks - Reuters",https://news.google.com/rss/articles/CBMitgFBVV95cUxNUGhONTdCSjNWQUdBWFlpbmI2UnR4elR0SjZmNFphRTlOdDlQTVhjalgyeTZoYy1jbVUwb2pQWW5uUC1NMlJUYktOY3hyM2x2dnlSVk1RY193S19HbEp5WWZiX18yWWo2X3hlUzBYa1Z4TVZNYi1KdWt6V0pHbmJHZG5ETW1mS2QwOTFyLUtCQnQ3QVJPNHoyeGk2YUlrXzM4amtRZGJ1RVBNSGFOQWdaakd6MkVNZw?oc=5,Reuters via Google (Top),2026-06-09T01:39:43+00:00,,,2026-06-09T02:12:37+00:00,8,7,8,macro,read,"Court blocks Trump wind/solar tax-credit restrictions, preserving IRA subsidies. Chain: tax breaks stay intact → renewable capex cycle (TSLA Energy, NEE, PLUG, Clean Energy ETF) remains attractive → broader energy transition thesis affirmed; near-term policy uncertainty removed, reducing discount to renewable valuations.",news_v0.2,claude-haiku-4-5,2751,134,0,0,0.003421,2026-06-08T22:14:48
reuters_via_google:dc6e5944d99c,reuters_via_google,Italy regulator drops investigation into Meta's WhatsApp AI bot - Reuters,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPd0o0dHFsb25vMllYMW1HMGs2WHg3eFE1NUtyVFE5TC02SHZVUUpsQ29JQnVWNmV3Y1VqeDVaMjRBMmlmMXhXTDF5SGNRZ0V5R0R0TXlFM1R3cTdQbmU1VzdSbTZOYkNpR1ZYaVE1Qzd4VVY2dTE1NXUxMkxHQzdfRmtuQV9qcURuaXJZUHVBcTFndUZHUlhhZTJwZWZOVFp5bjM5S1FJWUR6T1E?oc=5,Reuters via Google (Top),2026-06-08T21:26:58+00:00,,,2026-06-09T02:12:37+00:00,5,6,4,ai,skim,"Regulatory relief for Meta's WhatsApp AI deployment in EU removes one near-term compliance friction, but the investigation drop is incremental—not a paradigm shift. Monitor for broader EU AI Act enforcement patterns affecting MSFT/GOOGL's foundation-model exposure.",news_v0.2,claude-haiku-4-5,2739,122,0,0,0.003349,2026-06-08T22:14:51
reuters_via_google:8e42a2d5bd37,reuters_via_google,Cerebras shares climb as Wall Street brokerages back AI chip strategy - Reuters,https://news.google.com/rss/articles/CBMisAFBVV95cUxPbHJ0VzJmTVJweXVKSTVfUUtaSzV5TllPSUExMTFRNE1EQTQxVlBIYlpqSlFLVS1DWEdTZ1QzLXFrR01uNVpuRm5QYkZYbTBOT24yUWs2UzFNZGhibjVjbkNmbEVTV0lzUEFMZUNUMXcxU2w3U3pjbkhaYUx1WDZfNnZzcFJxeVRoUmtuTWdPZ3JhbDlhOS1fQWVBMTlNME85Vm1pU01LYkRXb1NHaXZYYg?oc=5,Reuters via Google (Top),2026-06-08T19:24:14+00:00,,,2026-06-09T02:12:37+00:00,6,7,5,ai,skim,"Wall Street coverage upgrade for Cerebras' wafer-scale AI chip approach validates an alternative to NVIDIA's dominance, but this is analyst posturing rather than a capability breakthrough. Relevant to AI-infrastructure thesis as a potential diversification play; watch for actual design wins or production milestones to confirm the thesis.",news_v0.2,claude-haiku-4-5,2749,132,0,0,0.003409,2026-06-08T22:14:53
reuters_via_google:7c2dec397307,reuters_via_google,Yemen's Iran-backed Houthis threaten Israeli shipping in the Red Sea - Reuters,https://news.google.com/rss/articles/CBMitAFBVV95cUxOLWxJeXJBNklmZEtETkg1d3ZTRkY2NUh4dlNXcy11Y0FYXzVoXzZ2anNoSHhuUTdSSUFvN2V4TzdfTlAwc0NLWEFYZFRuLWx3cUtUNEJmN1dkMVE1bHJhYXJJOW1VVEJZZFRtTTMzUUExNHlKNmtyQWlGbHAxY24xd0ptRnk5MWh5UHNNVmFaRUppckQ0WjlteHFPTHNVa0cxdll4cjdiVmE0dzVwWkhERXFONzM?oc=5,Reuters via Google (Top),2026-06-08T18:17:31+00:00,,,2026-06-09T02:12:37+00:00,6,4,7,macro,read,"Houthi Red Sea disruptions raise shipping costs and insurance premiums for global trade. Chain: sustained shipping delays/rerouting → higher transport costs for goods (especially energy, semiconductors, materials) → inflation pressure on Fed policy path → headwind for growth equities (NVDA, AI infrastructure) but tailwind for shipping/logistics plays; battery-material supply chains (lithium, cobalt) face marginal cost increases.",news_v0.2,claude-haiku-4-5,2750,156,0,0,0.00353,2026-06-08T22:14:55
reuters_via_google:d6e8f1e80c71,reuters_via_google,EU sanctions Iranians over restricting naval traffic in Hormuz - Reuters,https://news.google.com/rss/articles/CBMiswFBVV95cUxNR1lTSXVKQ2pJQlEzZTg4Z3FvUjdzMEg5QlhuTFo1R2NWZGgwMWw3REhuODBIUjN4VWFCMV9ZZzhXTlpZaVBXZGJodUFVbkU0ME1Ib2hVblljSUtuNXdKZ0gwOVFZRHRCcHJlckYzM193WUZFUkFHSl9KV3ZCb25DM1RxMGhkSnZqMzJpSndTZFZ4czR4RFFMelpjUGZsS2FlYXlFaEV1WFRLbmx1Z1BwV0FGbw?oc=5,Reuters via Google (Top),2026-06-08T21:56:00+00:00,,,2026-06-09T02:12:37+00:00,7,4,8,macro,read,"EU sanctions on Iran over Hormuz strait disruption raise geopolitical risk premium on oil and shipping. Chain: escalating Hormuz tensions → oil supply-route vulnerability → sustained higher oil prices → sticky inflation headwind for growth equities (NVDA, AI infrastructure) and modest tailwind for energy transition (battery materials like LAC benefit from widened oil/EV economics gap), but broad-market VT faces near-term volatility from crude spike.",news_v0.2,claude-haiku-4-5,2751,162,0,0,0.003561,2026-06-08T22:14:58
reuters_via_google:36b01d12236f,reuters_via_google,Senators seek probe into US transport chief road trip paid for by corporate donors - Reuters,https://news.google.com/rss/articles/CBMi2AFBVV95cUxNXzBPYnhQVmlVaUtZdWxZNzZVOE5uRGEtbVlaYkpsVFFaVFNkencwNUtEVjQ4ZENUallzRlRTc2N6RkdVQVJEOHU1T2R0MjEzMkNZU2NpS1VhQ3pvQ0NvSjNHX09rSDlvTVdTeld2YmR1OUs5S1lvVVlnX1c1MTNjdl9TdFZKU25YN2lIYncyRDVwcHpsZXZVSERwUkhhNzJFYlRybHhfdjZxQmQxdEtlT1k4emFMekVrVVJSb0pJYndydmRoWkIzNkpPTmpGWG9wVWRVTkFvRlQ?oc=5,Reuters via Google (Top),2026-06-09T00:47:23+00:00,,,2026-06-09T02:12:37+00:00,4,1,2,macro,skip,Low signal.,news_v0.2,claude-haiku-4-5,2792,67,0,0,0.003127,2026-06-08T22:14:59
reuters_via_google:df74fd88f81d,reuters_via_google,Trump says Israel and Iran 'looking to do an immediate ceasefire' - Reuters,https://news.google.com/rss/articles/CBMirgFBVV95cUxPalF4ZG9xOHFXbHQyMDR0ZVJCSnJsWl9xT2tza1F1dEpWNzhCamRnTDVJcXQ4TW1UYm1URDZuaG1mZnFNWXoxVHlKbHJOZWY0dFlRVTJfUnEyTFBFeWdnbGpJc3o1V2tDWExGbVhKSUVXdUNEU3gtVVp3ekI2UDR5ekYxZ05PQU13WmNNVHh6bS14SEx4Y3ZoOXAwMjBRRERxX0xmSC1aRS1HbFVpekE?oc=5,Reuters via Google (Top),2026-06-08T15:45:44+00:00,,,2026-06-09T02:12:37+00:00,5,3,7,macro,skim,"Geopolitical de-escalation signal in Middle East. Chain: ceasefire reduces regional conflict risk → oil price stability/modest decline potential → sticky inflation narrative softens → Fed cut cycle more likely → growth-tech (NVDA, broad index) benefits; battery/EV thesis neutral to slightly positive from lower energy cost backdrop.",news_v0.2,claude-haiku-4-5,2745,136,0,0,0.003425,2026-06-08T22:15:01
reuters_via_google:a28ce8e99fe9,reuters_via_google,Marvell shares jump after chipmaker wins spot in S&P 500 - Reuters,https://news.google.com/rss/articles/CBMingFBVV95cUxObmlpWmVTSXhfSVhVWXZybFF1aGZRTHlLSGQxdmQ4UTJDbHdVLUZwbkZXVEhBQWNpcXVCNGw3TVg2bW42dzk4eUdPaHFzYlE2aTZHSWxvYURvdlYyX3I5bFZaNkIydlFIZ29oN0dMYi1RRE0za1N4ZVM1TWNBdml5S1Q4eVB5bTV2NVAxc0FhTmo5Y25ZMjI3QmFFYjZ5QQ?oc=5,Reuters via Google (Top),2026-06-08T18:33:10+00:00,,,2026-06-09T02:12:37+00:00,6,5,4,other,skim,"Index inclusion is a technical positive for Marvell (MRVL) but a one-time mechanical rebalancing event, not a fundamental catalyst. Relevant if you hold MRVL; less so if you're tracking AI/semiconductor themes broadly.",news_v0.2,claude-haiku-4-5,2724,120,0,0,0.003324,2026-06-08T22:15:03
reuters_via_google:33f742f37169,reuters_via_google,Lilly shares rise on hopes that next-gen drug will extend lead in weight-loss market - Reuters,https://news.google.com/rss/articles/CBMiygFBVV95cUxQU0d1aWtzdkZ1cjVxczdERFgzcndmOGdwakZzZmJmNnloSWdZWno3ZmRzTEhpLUVMbWZKUEJMVVFhR0lIeFZCNEtrUm1CRHViQm1lOEdLbzdnRHBwRWFKUlctbGJNTGRmQU45RHRCX1I0ZUxyZWhJZktidDdCSGFVcl9XOW4tdnVnTllPYW5kaEt4SzV3NzNUUkE1RlNDUFFGRXVOZDhMaU9Rb1hHR0ZDUTZTMlVfTHA0RDlDZFdvbnBGcm5EU3h2M0Jn?oc=5,Reuters via Google (Top),2026-06-08T19:40:42+00:00,,,2026-06-09T02:12:37+00:00,5,4,3,bio,skim,"Lilly advancing next-gen weight-loss candidate, but story is speculative on efficacy and market positioning; biotech pipeline updates are inherently noisy without phase-trial data or regulatory milestone.",news_v0.2,claude-haiku-4-5,2781,107,0,0,0.003316,2026-06-08T22:15:05
reuters_via_google:a505ea9512b1,reuters_via_google,"S&P 500, Nasdaq rise as tech, chipmakers rebound - Reuters",https://news.google.com/rss/articles/CBMimgFBVV95cUxQR0VnRHRMNWZyQUpuZEVLYmR5cUxDczIwd1k5Z3RMaGtvekU2VDV1cDVVRlpWSWlJb2tCN1F3Z0R5VDVnLTc3djFoZkNLa3NYTUxJUUhacGU2aTZsV3JwY2VjVVNfNkM2MWpxc0laQXh1Mk9sUUstRTdGalh5WDNVd0RGZW1nZVZvSGduY3dGTFBsWkFhSzhzOTVR?oc=5,Reuters via Google (Top),2026-06-08T15:21:00+00:00,,,2026-06-09T02:12:37+00:00,2,3,2,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2726,67,0,0,0.003061,2026-06-08T22:15:06
reuters_via_google:a728ede10d4c,reuters_via_google,"Lebanon says Israel has bombed it nearly 3,500 times during ceasefire - Reuters",https://news.google.com/rss/articles/CBMiywFBVV95cUxPdHNhRFY3ZGNuWXRkcnJaOWFhckJQYklyQTViNTRPQ3k2TF9LSFdjSzhxbVc5RU4xNDROSVppT29aY3U4WTExTUhNX1Izc2I5cV9sdUZjZXRmeFZCUDFrVkdtTUg5Zm1URzFnS1FTOWhCaXNBU0VCbWJ5Q1p3V1NhQThBMTU5ZUQyWXI0T2UzZlBtMXloYXQyTTBmMVN5bGlxd3BzelRGbE9VTFhRaW1qZXRTZWtWY0hMMmZYZ3FnOFhlTmpQRnR2NE5GTQ?oc=5,Reuters via Google (Top),2026-06-08T18:07:33+00:00,,,2026-06-09T02:12:37+00:00,7,3,6,macro,skim,"Escalation in Middle East hostilities raises geopolitical risk premium and regional supply-chain disruption odds, but retail equity portfolio exposure (broad index, AI infra, EV) has limited direct read unless conflict expands to major oil producers or shipping lanes.",news_v0.2,claude-haiku-4-5,2785,120,0,0,0.003385,2026-06-08T22:15:09
reuters_via_google:1bf8df26a7f5,reuters_via_google,Epstein abused them. The Justice Department exposed them. Now they’re under attack by haters - Reuters,https://news.google.com/rss/articles/CBMiyAFBVV95cUxObElUY2k4bUtZTElhRnlzV0VBYnZoMzlmSmtKWmdJRU9HN29pZUdMLTlFSXFjRzc0c1dBLW5FMVVEUC1oeFZORDVHM1RBc2dUMkZ5LXRnS0RDbkZ3YTFST1dySGs0SXBLanZBVmhjWDMwaE0xRmJMOTVGcTZlYjJyTmZjZUQ5NFBWZXBZcGNtYWFyM3VQOUZfeG83bGlkQUthdjdjM0ZGaHltSzU4OW1SczhBZ1Z3M1RieGFCeTlyWXRIcTItUFRFOQ?oc=5,Reuters via Google (Top),2026-06-08T15:08:01+00:00,,,2026-06-09T02:12:37+00:00,2,1,1,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2776,67,0,0,0.003111,2026-06-08T22:15:11
reuters_via_google:42c2ce291a56,reuters_via_google,Why the Iran-aligned Houthis threatening Red Sea shipping could mean more for the oil market this time - Reuters,https://news.google.com/rss/articles/CBMixgFBVV95cUxOZndSZ05Ec0xibk5xQ0JPWjFrM2ZzOGhyTDgtR01HOVhuY3J6THhKMVU3UXZxbnlKOUJma041dUJmcTlTNlJ2Q19PREcxWmc3b2pyV2dXVGFNSTJ5aXVTMG9RdDVEUk5CU0luTE9Hc19ESnBBMm5KWVZOblR6NzU0ejdJX1JPSzNQS0tlUzZLYXh3c1FRMjdYbUZ2dmJ5ajE0UU16eTBtYW9vQm9pQXJvM213RWVhLWpURkxPSDNkd1lmUEE1TXc?oc=5,Reuters via Google (Top),2026-06-08T19:33:47+00:00,,,2026-06-09T02:12:37+00:00,7,5,8,macro,read,"Houthi Red Sea disruption now has structural oil-market consequences beyond prior incidents. Chain: sustained shipping risk → higher insurance/transit costs → oil price floor rises and stays elevated → persistent inflation headwind delays Fed rate-cut cycle → growth-tech (NVDA, AI infra) faces longer high-rate environment; battery/EV thesis (LAC) gains as oil-price differential widens, improving relative economics.",news_v0.2,claude-haiku-4-5,2773,155,0,0,0.003548,2026-06-08T22:15:13
