id,domain,title,abstract,url,published,llm_maturation,llm_profit_mechanism,llm_retail_accessibility,llm_specificity,llm_final,llm_flag,llm_time_to_thesis,llm_translation,llm_public_vehicles,llm_rationale,prompt_version,model,input_tokens,output_tokens,cost_usd,run_timestamp
2605.00344,Space,Exploring RR Lyrae Variable Stars in the Vera C. Rubin Observatory Data Preview 1,"We investigate the properties of known RR Lyrae in the Vera C. Rubin Observatory Data Preview 1 (DP1) fields and compare those with the predictions based on stellar pulsation models tailored to the Legacy Survey of Space and Time (LSST) filters. The cross-match of the DP1 data with two public variable star catalogs resulted in $\sim 600$ RR Lyrae with adequate light curve sampling in five (out of seven) DP1 fields. The majority of RR Lyrae are in the 47 Tucanae and Fornax fields. We estimated photometric metallicities for these RR Lyrae using the theoretical metallicity-color relation based on $gri$-band data, and find a good agreement with literature values where the light curve sampling is sufficient for fitting template light curves accurately. The distance modulus to all RR Lyrae in DP1 fields were determined using the theoretical period-luminosity-metallicity (PLZ) relations and the $W_{gr}$ period-Wesenheit-metallicity (PWZ) relation which has the smallest metallicity term. The distances based on PWZ relations are in good agreement with the literature values with a mean offset of $0.01\pm0.36$~mag. However, the PLZ-based distance moduli are systematically large which could be due to the theoretical calibration uncertainties that include evolved horizontal branch models. The predicted period-amplitude relations based on evolved models are also inconsistent with the amplitudes based on DP1 light curves. We conclude that the metallicity and distance estimates are sensitive to the template fitting to sparsely sampled light curves in DP1 data and future data release will significantly improve these determinations for RR Lyrae stars.",https://arxiv.org/abs/2605.00344v1,2026-05-01T01:54:01Z,6,1,1,6,2,skip,5+yr,"Researchers tested the new Vera Rubin Observatory's first public data release by studying ~600 known pulsating stars called RR Lyrae, comparing measured distances and chemical compositions against theoretical models. The main finding is that the current sparse data introduces systematic errors in distance measurements, and future fuller data releases will be needed for reliable results. This is pure astronomical calibration science with no commercial pathway or investable angle.",[],"Pure academic astronomy with no commercial mechanism — validates telescope data quality on variable stars, zero path to revenue or public-equity action.",v0.2-2026-04-18,claude-sonnet-4-6,3290,208,0.01299,2026-05-04T21:01:21
2605.00289,Space,ExoplaNeT accRetion mOnitoring sPectroscopic surveY (ENTROPY) III. Optical He I line profiles of the accreting super Jupiter Delorme 1 (AB)b,"High-resolution spectroscopic observations of helium emission lines provide a powerful probe of accretion geometry in classical T Tauri stars, revealing regions not well traced by hydrogen lines. Parallel studies in the planetary-mass regime are lacking. In this work, we investigate helium emission from the nearby (47 pc), wide-orbit (~84 au), ~13 $M_{Jup}$ accreting circumbinary companion Delorme 1 (AB)b and use resolved line profiles to constrain their origin. We analyse 33 high-S/N VLT/UVES spectra spanning near-ultraviolet to optical wavelengths at R~50,000. We detect seven He I lines at >5$σ$ confidence - 3890, 4027, 4473, 4923, 5017, 5877, and 6680 Ȧ - with significant epoch-to-epoch variability. The He I 5877, 4923, 4473, and 4027 Ȧ lines are asymmetric, showing a narrow component near 0 km/s and a broad component redshifted by ~15 km/s. The accretion luminosity ($1.3^{+1.6}_{-0.7}\times 10^{-5} L_{\odot}$) and mass accretion rate ($0.7^{+0.9}_{-0.4} \times 10^{-8} M_{Jup} yr^{-1}$) inferred from the median He I line luminosities are broadly consistent with, but slightly higher than, estimates from the ultraviolet excess. We conclude that protoplanet Delorme 1 (AB)b shows asymmetric He I profiles analogous to those of classical T Tauri stars, but with much smaller narrow- and broad-component widths. The triplet-singlet line ratio, a strong correlation with ultraviolet excess and the near-zero, redshifted velocities obtained for the narrow component suggest that it originates within the post-shock region, close to the planet surface. The persistent redshift of the broad component, its line width, and velocity correlation with the narrow component imply an origin within the shock structure, closer to the shock front. Emission seems to be dominated by accretion based on the obtained accretion luminosities, but a contribution from chromospheric activity may be present.",https://arxiv.org/abs/2605.00289v1,2026-04-30T23:19:02Z,5,1,1,7,2,skip,5+yr,"Astronomers used a high-resolution spectrograph on the Very Large Telescope to study helium emission lines from a planetary-mass object orbiting a binary star system about 47 light-years away, mapping how gas falls onto this 'super Jupiter' during accretion. The work is technically detailed and extends T Tauri star accretion physics into the planetary-mass regime for the first time. This is fundamental astrophysics research with no identifiable commercial path or public investment vehicle.",[],Pure observational astrophysics with no commercial mechanism or investable angle; retail_accessibility is 1 and the hard cap applies.,v0.2-2026-04-18,claude-sonnet-4-6,3502,230,0.013956,2026-05-04T21:01:28
2605.00178,Space,A Detailed View of the Large-Scale Sloshing Cold Front in RXJ2014.8-2430,"We analyze our new 144 ks deep Chandra observation of the sloshing cold front cluster RXJ2014.8-2430. Previous observations of RXJ2014.8-2430 with XMM-Newton shows evidence of a large scale, sloshing cold front around 800 kpc away from the cluster core. Previous shallow Chandra data also shows evidence of two younger cold fronts closer to the core. Our new deeper Chandra data allow us to analyze the fine, small scale structure of these three cold fronts. Using both beta model subtraction and Gaussian Gradient Magnitude filtering, we confirm the locations of the three cold fronts, as well as discover a large concave structure southeast of the cluster core near the outermost cold front, which could be a large Kelvin-Helmholtz instability or a gas cavity from AGN activity. Analyzing the three cold fronts, we measure the widths of the cold fronts and find them to be consistent with or lower than the Coulomb mean free paths within error, signifying that diffusion is suppressed across the cold fronts. If the concave feature is the inner rim of a cavity, we find that it has a radius in the range 200-330kpc, and would have $PV$ values in the range of $5.7 \times 10^{60}$ - $2.7 \times 10^{61}$ erg. These values would make it consistent with the some of the most powerful bubbles observed.",https://arxiv.org/abs/2605.00178v1,2026-04-30T19:54:19Z,6,1,1,7,2,skip,5+yr,"Researchers used a long, deep X-ray observation from the Chandra telescope to study a galaxy cluster called RXJ2014.8-2430, confirming previously detected 'cold fronts' (sharp boundaries in hot gas) and discovering a large concave structure that might be a giant gas bubble blown by a supermassive black hole. The work is detailed astrophysics confirming and refining our understanding of how galaxy clusters evolve over cosmic time. There is no commercial or investable angle here — this is pure observational astronomy with no path to revenue or a public equity.",[],Pure observational astrophysics with no commercial application or public equity vehicle; retail_accessibility=1 triggers the cap and confirms skip.,v0.2-2026-04-18,claude-sonnet-4-6,3239,250,0.013467,2026-05-04T21:01:34
2605.00170,Space,Smaller Than Earth Habitability Model (STEHM): The Lower Size Limit for Atmosphere Retention in the Habitable Zone,"With recent advances in exoplanet observational techniques enabling the discovery of increasingly smaller planets, a crucial question emerges in the search for habitable planets: how small can a planet be and still maintain an atmosphere? We present results from the Smaller Than Earth Habitability Model (STEHM) which examines how small a planet can be and still maintain a long-term (multi-gigayear) atmosphere for planets from 1.0$R_\oplus$ down to 0.5$R_\oplus$. The model is based on a stagnant lid planet orbiting within the habitable zone of a sun-like star. Our model demonstrates that planets $\geq$0.8$R_\oplus$ can maintain their atmospheres under our Earth-like default conditions for a solar analog star, while smaller planets lose their atmospheres. Variations from the default Earth-like values cause mostly minor variations to the planet size boundary results, with some changes allowing $\geq$0.7$R_\oplus$ planets to maintain their atmosphere. Initial carbon inventory emerges as the most influential parameter for atmospheric retention, though orders of magnitude difference to Earth values are required to make a significant difference to longevity of atmospheric retention. Planets with substantial initial carbon content, large amounts of heat producing elements, cool initial mantle temperatures and low core radius fractions show the best atmospheric retention capabilities. Our results indicate that atmospheric retention on small planets depends strongly on their formation conditions and early evolution, providing important constraints for future observations of rocky exoplanets and their potential habitability.",https://arxiv.org/abs/2605.00170v1,2026-04-30T19:43:18Z,6,1,1,7,2,skip,5+yr,"The researchers built a model to determine the minimum size a rocky planet needs to be in order to hold onto its atmosphere over billions of years, finding that planets at least 0.8 times Earth's radius can retain atmospheres under Earth-like conditions. This is fundamental planetary science that helps astronomers prioritize which small exoplanets are worth studying for habitability. There is no near-term commercial or investment angle here — this is pure academic research with no direct path to revenue for any public company within any reasonable investment horizon.",[],"Pure academic astrobiology research with no commercial path, no identifiable profit mechanism, and no investable public vehicle — the retail_accessibility floor fires the cap regardless of scientific quality.",v0.2-2026-04-18,claude-sonnet-4-6,3245,241,0.01335,2026-05-04T21:01:41
2605.00163,Space,Radial Dependency of ICME-associated Particle Acceleration Processes: Statistical Multipoint Observations from 2016-2023,"During the propagation of interplanetary coronal mass ejections (ICMEs), evolution of the ICME-driven shock along with interactions with other solar wind structures, planetary bodies, and general changes to their morphology can alter particle acceleration efficiency and transport effects at their associated shocks. While the underlying mechanisms for these processes have been studied, the connection between the radial evolution of the ICME-driven shock during propagation and resulting gradual Solar Energetic Particle (SEP)and Energetic Storm Particle (ESP) intensities, composition, and acceleration has yet to be fully understood. The current distributed array of spacecraft at varying heliocentric distances provides a welcome opportunity to statistically analyze the radial dependency of particle populations and acceleration mechanisms present at ICME-driven shocks. We compile a database of 39 multipoint ICME events from 2016-2023, which are observed in situ by at least two of the following spacecraft: Parker Solar Probe (PSP), Solar Orbiter, ACE, Wind, and STEREO-A. Using the magnetic field, plasma, and ion compositional data provided by these spacecraft, we derive both local shock and ESP spectral shape parameters. By comparing the changes in these parameters at different stages of ICME propagation, we analyze the connection between the evolution of the local shock conditions and the spectral shape. We find evidence to suggest a consistent increase in shock acceleration efficiency with heliocentric distance while the parent ICME is within 0.7 au, followed by a reduction in shock efficiency at further distances.",https://arxiv.org/abs/2605.00163v1,2026-04-30T19:36:48Z,6,1,1,6,2,skip,5+yr,"Researchers compiled data from five spacecraft to study how efficiently solar storms (ICMEs) accelerate particles as they travel outward from the Sun, finding that acceleration efficiency increases up to about 0.7 astronomical units then decreases. This is fundamental space physics research aimed at understanding solar energetic particle events — important for space weather science but with no direct commercial path. There are no investable public companies whose near-term revenue depends on this finding.",[],Pure heliospheric science with no commercial path or investable public vehicle within any relevant time horizon.,v0.2-2026-04-18,claude-sonnet-4-6,3258,209,0.012909,2026-05-04T21:01:47
2605.00162,Space,EMBER: Machine-Learning Detection of Modulated Ion Acoustic Waves and Associated Core-Electron Heating in the Solar Wind with Parker Solar Probe,"Modulated ion acoustic waves (IAWs) -- including triggered ion acoustic waves (TIAWs) and frequency-dispersed ion acoustic waves (FDIAWs) -- are increasingly recognized as efficient drivers of electron heating in the solar wind through nonlinear wave-particle interactions. Identification of these events in the Parker Solar Probe (PSP) FIELDS burst-mode archive has so far relied on expert visual inspection and does not scale to the full mission. We present EMBER (Electron heating from Modulated Burst-mode Event Recognition), an open-source pipeline that converts PSP FIELDS Digital Burst Memory (DBM) voltage bursts into log-scaled Fourier spectrograms and applies a multi-detector, background-only anomaly detection suite. The suite combines physics-motivated detectors, classical outlier detectors, and deep learning detectors. The EMBER ensemble recovers 93% of the anomalous events at 1% FAR (1 false positive per 100 held-out backgrounds). Coincident SWEAP/SPAN diagnostics show that flagged intervals exhibit core perpendicular electron temperatures above the adiabatic cooling expectation and elevated Te/Ti, reproducing the preferential-heating phenomenology established by prior manual studies without any use of electron temperatures in the detection step.",https://arxiv.org/abs/2605.00162v1,2026-04-30T19:36:00Z,6,1,1,7,2.5,skip,5+yr,"Researchers built an automated ML pipeline called EMBER to detect specific types of plasma waves in solar wind data collected by NASA's Parker Solar Probe, replacing time-consuming manual expert inspection. The tool achieves 93% detection accuracy at a very low false positive rate and confirms that these wave events are associated with anomalous electron heating. This is pure solar physics research with no near-term commercial or investable angle — it advances our understanding of space plasma physics but has no line of sight to a public company's revenues within any relevant investment horizon.",[],Pure astrophysics research tool with no commercial mechanism and no investable public vehicle — retail_accessibility=1 fires the cap and there is no profit path regardless.,v0.2-2026-04-18,claude-sonnet-4-6,3215,244,0.013305,2026-05-04T21:01:53
2605.00154,Space,Confirmation of Fe I on MASCARA-5 b's Dayside Observed With EXPRES,"MASCARA-5~b/TOI-1431~b is an ultra-hot Jupiter \citep[$P_{\rm orb}=2.650237\pm0.000003\,{\rm d}$, $T_{\rm eq}=2370\pm70\,{\rm K}$, $M_{\rm p}=3.12\pm0.18\,M_{\rm Jup}$, $R_{\rm p}=1.49\pm0.05\,R_{\rm Jup}$;][]{addison2021} orbiting a bright Am star ($V=8.0\,{\rm mag}$). Recent time-series observations obtained with PEPSI@LBT during the planet's post-eclipse phases have revealed Fe~{\sc i} emission lines indicative of a thermally inverted atmosphere. These observations demonstrate that MASCARA-5~b is well-suited to atmospheric characterization via emission spectroscopy, thereby motivating further follow-up observations covering additional orbital phases to constrain the planet's atmospheric chemistry, thermal structure, and dynamics. Here we present pre-eclipse time-series observations obtained with the high-resolution optical spectrograph EXPRES@LDT. Our analysis confirms the previous detection of gas-phase Fe~{\sc i} on MASCARA-5~b's dayside (with a $5.5σ$ significance obtained from two nights of observations) and the fact that the thermal profile is inverted with lower and upper temperatures $\sim2000\,{\rm K}$ and $\sim4500\,{\rm K}$, respectively. A search for Fe~{\sc ii} and Cr~{\sc i} did not yield any plausible detections. We also find that the pre-eclipse signal exhibits a non-negligible blueshift of $-3.2\pm1.4\,{\rm km/s}$ potentially caused by winds.",https://arxiv.org/abs/2605.00154v1,2026-04-30T19:22:03Z,8,1,1,7,2,skip,5+yr,"Researchers confirmed, using a second telescope and spectrograph, that a known ultra-hot Jupiter exoplanet has iron gas in its atmosphere and a thermally inverted temperature profile — meaning it gets hotter higher up, reaching ~4500K. This is solid confirmatory science that refines our understanding of alien planet atmospheres. There is no plausible path from this result to a public company's revenue or stock price in any near-term window.",[],Pure exoplanet atmospheric science with no commercial mechanism; retail_accessibility=1 fires the cap and the profit mechanism is nonexistent.,v0.2-2026-04-18,claude-sonnet-4-6,3350,221,0.013365,2026-05-04T21:02:00
2605.00153,Space,Radiation Total Dose for PRIMA: Cold Exposure with Alpha Particles,"The Probe far-Infrared Mission for Astrophysics (PRIMA) is a far-infrared (24-261 micron wavelengths) probe-class space observatory currently under Phase A study, which promises orders-of-magnitude improvement in mapping speed over its predecessors. PRIMA will field exquisitely sensitive kilopixel arrays of kinetic inductance detectors (KIDs) for the Far-Infrared Enhanced Survey Spectrometer (FIRESS) instrument. PRIMA will orbit in space at the Sun-Earth L2 point, where Planck found the energetic particle flux to be about 300/min/cm2. Thus, the possible effect of a high fluence of energetic particles on the detector sensitivity must be characterized. Previous work has suggested that bombardment of KIDs by ions can reduce the quasiparticle lifetime (Barends et. al. 2009), but the conditions of the experiment were not representative of a detector which is continuously held at sub-Kelvin temperatures in the energetic particle environment of L2 orbit. To better replicate the damage which would be produced by energetic particles in this environment, we developed a fully cryogenic irradiation experiment in which a stepper motor controls a screen which can block or reveal an alpha particle emitter. This setup can be used to irradiate aluminum KID arrays fabricated for FIRESS to well-controlled dose levels. In this work, we calculate the damage dose expected for a 5-year mission in L2 orbit, and we irradiate an array to approximately 62 percent of this level. Before and after irradiation, we measure the quasiparticle lifetimes, resonant frequencies, and quality factors of the detectors.",https://arxiv.org/abs/2605.00153v1,2026-04-30T19:21:14Z,5,2,2,6,3,skip,5+yr,"Researchers tested how alpha particle radiation affects the ultrasensitive detectors planned for PRIMA, a proposed NASA far-infrared space telescope. They built a cryogenic test setup to simulate five years of radiation exposure at the L2 orbit point and measured whether detector performance degraded. This is highly specialized hardware qualification work for a single NASA mission still in Phase A study — there is no near-term commercial investment angle.",[],"Niche radiation testing for a single NASA mission still in early study phase; no commercial revenue path and retail_accessibility is effectively 1, triggering the hard cap.",v0.2-2026-04-18,claude-sonnet-4-6,3273,218,0.013089,2026-05-04T21:02:07
2605.00124,Space,Merger remnant and eccentricity dynamics surrogates for eccentric nonspinning black hole binaries,"Accurate models of merger remnants are increasingly important for gravitational-wave science, including precision tests of gravity with ringdown, inference of black-hole populations, and modeling hierarchical mergers. For eccentric binaries, remnant mass, spin, and recoil carry nontrivial imprints of eccentricity that are both physically informative and more challenging to model, yet remain less developed than in the quasi-circular case. We present two new models trained on numerical-relativity (NR) simulations of unequal-mass, non-spinning eccentric binary black holes: NRSurE_q4NoSpin_Remnant, which predicts remnant properties, and NRSurE_q4NoSpin_Dynamics, a time-domain surrogate for the evolution of eccentricity and mean anomaly. Both models are trained on NR simulations over a three-dimensional parameter space with mass ratios $q \leq 4$, eccentricity $e < 0.23$, and mean anomaly $\ell \in [0,2π)$ radians, where both $e$ and $\ell$ defined at $t=-1000M$ relative to peak amplitude and $M$ is the total mass. We highlight some applications, including the phenomenological impact of eccentricity on remnant properties and the enhancement or suppression of recoil. We also provide error estimates for all modeled quantities, supporting reliable use in current and future gravitational-wave parameter-estimation analyses. Both models will be made available through open-source codes.",https://arxiv.org/abs/2605.00124v1,2026-04-30T18:25:52Z,7,2,1,7,3,skip,5+yr,"The researchers built two machine-learning surrogate models trained on numerical relativity simulations to predict what happens when two black holes with unequal masses and eccentric orbits merge — specifically the final mass, spin, recoil kick, and how the orbital eccentricity evolves over time. This is precision scientific infrastructure for gravitational-wave observatories like LIGO/Virgo to better characterize black hole populations and test general relativity. There is no near-term commercial or investable angle here; this is fundamental astrophysics tooling used by government-funded research labs and academic groups.",[],Pure academic gravitational-wave science with no commercial path or investable public vehicle; retail_accessibility=1 caps the final score.,v0.2-2026-04-18,claude-sonnet-4-6,3266,257,0.013653,2026-05-04T21:02:13
2605.00102,Space,Self-consistent numerical simulations for the formation and dynamics of solar prominences,"Solar prominences are cool and dense plasma structures floating in the hot solar corona. They are ubiquitous features in the solar atmosphere, but their formation mechanism is still unclear. Here we perform comprehensive fully three-dimensional numerical simulations of prominence formation including the physics necessary to describe all atmospheric layers of the sun. With appropriate initial conditions for the magnetic field, solar prominences form self-consistently in the simulations. The formation starts by the random ejection of a dense plasma seed from the chromosphere into the corona. Subsequently, the prominence is built up by a combination of plasma injections from the chromosphere and condensation of inflowing coronal plasma. The prominence properties qualitatively match those of observed prominences. Our findings demonstrate the importance of the dynamics at and below the solar surface in the formation and evolution of solar prominences. This suggests that subsurface dynamics should also be considered in the study of prominence eruptions, which can be associated with coronal mass ejections.",https://arxiv.org/abs/2605.00102v1,2026-04-30T18:00:10Z,6,1,1,5,2,skip,5+yr,"Researchers ran detailed 3D computer simulations of how solar prominences — giant clouds of cool plasma suspended in the Sun's hot outer atmosphere — form and evolve, finding they arise from a mix of plasma injections from lower solar layers and condensation of surrounding coronal material. The work is primarily about advancing scientific understanding of a poorly understood astrophysical process, with a secondary note that subsurface dynamics may matter for predicting coronal mass ejections. While better CME prediction could theoretically benefit satellite operators or power grid companies, there is no near-term commercial path or investable public vehicle tied to this research.",[],Pure astrophysics research with no identifiable commercial mechanism or public-company beneficiary within any actionable investment horizon.,v0.2-2026-04-18,claude-sonnet-4-6,3099,250,0.013047,2026-05-04T21:02:19
2605.00100,Space,The dark and featureless surface of rocky exoplanet LHS 3844 b from JWST mid-infrared spectroscopy,"JWST has opened a new era in the study of rocky exoplanets, enabling direct characterization of their surfaces with mid-infrared spectroscopy. Different types of rock have distinct spectral features that are diagnostic of the chemical composition and other physical properties like surface texture. Measurements of these features can provide valuable clues about a planet's geologic history and interior processes. Here we report a JWST 5-12 micron thermal emission spectrum for the rocky exoplanet LHS 3844 b. It is best matched by a dark, low-silica surface, such as basalt or other olivine-rich materials. The spectrum rules out fresh powder surfaces; however, space weathering can darken the powders and make them more consistent with the data. The data also disfavor trace concentrations of CO$_2$ or SO$_2$ gas (with 5-sigma and 3-sigma upper limits of 100 mbar and 10 microbar, respectively). Taken together, these results are well fit by an old, space-weathered surface with no evidence of accumulated volcanic gases.",https://arxiv.org/abs/2605.00100v1,2026-04-30T18:00:08Z,7,1,1,7,2.5,skip,5+yr,"Scientists used JWST to measure the heat emissions from a rocky planet orbiting a nearby star, finding its surface looks like dark, ancient basalt with no signs of volcanic gases or atmosphere. This is a landmark scientific result — the first direct chemical characterization of a rocky exoplanet's surface — but it tells us what the planet lacks rather than revealing anything exploitable. There is no plausible path from this finding to a public equity investment within any near-term horizon.",[],Pure planetary science with no commercial mechanism; retail_accessibility=1 triggers the cap and confirms skip regardless of scientific quality.,v0.2-2026-04-18,claude-sonnet-4-6,3164,221,0.012807,2026-05-04T21:02:25
2605.00093,Space,A New Robust Constraint on the Self-interaction Cross-section of Dark Matter with Double Radio Relic Clusters,"Merging galaxy clusters are a promising laboratory for measuring the self-interaction cross-section (SICS) of dark matter. However, previous studies have focused on galaxy-mass offsets, which numerical simulations have shown to be intrinsically small because galaxies remain tightly coupled to the dominant dark matter potential even with significant self-interaction. Their interpretation is further complicated by unknowns of the merger phase, geometry, and initial conditions. In this paper, we overcome these obstacles by introducing the shock-to-shock distance, traced by double radio relics, as a merger chronometer that time-stamps the post-pericenter dynamical phase. Because the propagation speed of merger shocks is nearly independent of the SICS, while the halo-to-halo distance is depressed by SIDM-induced drag, the ratio of the two distances translates directly into a constraint on sigma/m. Applying this method to a gold sample of eleven cluster mergers hosting symmetric double radio relics, we determine a 68% upper limit on the SICS of sigma/m < 0.22 cm^2/g. This is the first constraint from cluster collisions that fully marginalizes over mass uncertainty, viewing angle, collision speed, merger phase, impact parameter, and gas profile slope.",https://arxiv.org/abs/2605.00093v1,2026-04-30T18:00:02Z,6,1,1,7,2.5,skip,5+yr,"The researchers used a clever new method — measuring the distance between two shock waves (radio relics) produced when galaxy clusters collide — to put tighter constraints on how strongly dark matter particles interact with each other. By comparing shock positions to dark matter halo positions across 11 cluster mergers, they derive the tightest such measurement to date (sigma/m < 0.22 cm²/g), ruling out a range of proposed dark matter models. This is fundamental physics research with no commercial application or investable angle in any realistic near-term timeframe.",[],Pure fundamental astrophysics with no commercial path or public-company mechanism; retail_accessibility=1 fires the hard cap regardless of methodological quality.,v0.2-2026-04-18,claude-sonnet-4-6,3193,252,0.013359,2026-05-04T21:02:32
2604.28140,Space,Beyond the Separatrix: Analytic Continuation of Darwin Variables for Plunging Geodesics in Schwarzschild Spacetime,"We study geodesic motion of a test particle in Schwarzschild spacetime. Bound and scattering geodesics are commonly described using Darwin variables, which provide a convenient parametrization of the radial motion. However, this description breaks down at the separatrix and does not extend straightforwardly to plunging trajectories. We construct an analytic continuation of Darwin variables that yields a real parametrization of bound, scattering, and plunging Schwarzschild geodesics, thereby providing a unified kinematical description of all types of test-mass motion. As a proof of concept, we then apply these variables to a simple non-geodesic evolution in which the energy and angular momentum are driven by a constant external force. This toy model is not intended to represent a physical radiation-reaction model, but rather to illustrate how the extended variables can be used to follow an orbit through a transition to plunge using a single orbital phase variable across the separatrix.",https://arxiv.org/abs/2604.28140v1,2026-04-30T17:23:32Z,5,1,1,6,2,skip,5+yr,"This paper extends a mathematical framework (Darwin variables) used to describe particle orbits around black holes so that it works continuously through all orbit types, including the final plunge into the black hole. This is a theoretical tool relevant to modeling gravitational wave sources, particularly extreme mass-ratio inspirals (EMRIs) that future detectors like LISA might observe. There is no near-term commercial path — this is foundational orbital mechanics research with no identifiable public company beneficiary.",[],Pure theoretical general relativity with no commercial path in any horizon; retail_accessibility=1 fires the cap and there is nothing actionable regardless.,v0.2-2026-04-18,claude-sonnet-4-6,3113,224,0.012699,2026-05-04T21:02:38
2604.28135,Space,The Influences of Hydrogen-Silicate-Iron Miscibility on the Demographics of Sub-Neptunes and Super-Earths,"Models based on variable miscibility among hydrogen, molten silicate, and molten iron, coupled with atmospheric escape, can reproduce the observed occurrence density structure of sub-Neptunes and super-Earths in mass-radius space. The models are also consistent with the radius gap and the observed radius-period relationship exhibited by these planets. The degree of overlap between predicted and observed planetary occurrences suggests that hydrogen-silicate-iron miscibility may serve as a unifying concept for the formation and evolution of these planet classes. The well-defined equilibrium conditions at the boundary between supercritical magma oceans and the overlying hydrogen-rich envelopes are important features of the models. Planets formed with less than ~1 % hydrogen by mass develop discrete, terrestrial-like metallic cores, while those accreting greater hydrogen concentrations are predicted to have fully miscible interiors and no discrete metal cores. Hydrogen-silicate-iron miscibility provides an overarching explanation for the full range of sub-Neptune and super-Earth architectures based on the accreted hydrogen mass fraction and the phase equilibria governing silicate, iron metal, and H$_2$ miscibility.",https://arxiv.org/abs/2604.28135v1,2026-04-30T17:18:21Z,6,1,1,6,2,skip,5+yr,"This paper proposes that the mixing behavior of hydrogen, molten rock, and iron inside planets can explain why sub-Neptunes and super-Earths have the sizes and densities we observe, including a puzzling gap in the planet size distribution. It's a theoretical planetary science result that unifies observations about exoplanet structure. There is no commercial application or investable angle here — this is fundamental astrophysics research with no path to affecting a public company's revenue or costs.",[],Pure academic planetary science with no commercial mechanism or investable public vehicle; retail_accessibility=1 caps the final score.,v0.2-2026-04-18,claude-sonnet-4-6,3144,223,0.012777,2026-05-04T21:02:45
2604.28074,Space,The faint voice of a radio-weak BL Lacertae: modeling the broadband emission of WISE~J141046.00+740511.2,"The WISE source, J141046.00+740511.2, has been recently observed from radio to $γ$ rays. Although the optical spectrum is consistent with a BL Lacertae (BL Lac) object, the source displays unusually weak radio emission, which challenges standard interpretations. Our aim is to understand the origin of the broadband emission from J141046.00+740511.2, using a leptonic model of an extended jet. To obtain the distribution of electrons along the conical jet, we solved a steady-state convective transport equation. Emissivities were computed along the jet and integrated over the cone volume to obtain the observed flux. Our model successfully reproduces the observed multiwavelength spectral energy distribution from radio to $γ$ rays and naturally accounts for the source's low radio flux without invoking extra emission zones. We also reproduce the mid-IR emission within the same framework. These results demonstrate that extended jet leptonic models can robustly describe the broadband physics of radio-weak BL Lacs.",https://arxiv.org/abs/2604.28074v1,2026-04-30T16:20:12Z,5,1,1,5,2,skip,5+yr,"Researchers built a physics model to explain why a particular blazar-type object (a galaxy with an active nucleus shooting jets toward us) emits unusually weak radio waves, showing that a standard 'extended jet' model can account for all its observed emissions from radio to gamma rays without needing exotic explanations. This is purely fundamental astrophysics research with no commercial application — it advances our understanding of a rare class of astronomical objects. There is no investable angle here.",[],"Pure astrophysics modeling of a single exotic source; no commercial path, no public-vehicle exposure, and retail_accessibility is 1 by any measure.",v0.2-2026-04-18,claude-sonnet-4-6,3158,228,0.012894,2026-05-04T21:02:53
2604.28062,Space,Semi-analytic bounds on axion-like-particle supernovae emission,"Core-collapse supernovae provide natural laboratories for the production of new light particles. In particular, axion-like particles (ALPs) can be constrained via SN1987A cooling arguments. However, significant astrophysical and nuclear uncertainties imply that such bounds may vary strongly depending on modeling choices, even when expensive simulations are employed. In this context, semi-analytic methods offer a simple and fast alternative for deriving new-physics constraints. Building on a previous semi-analytic framework, in which proto-neutron star (PNS) observables are expressed in terms of six global PNS parameters, we include a finite ALP mass in the calculation and derive bounds in the axion-nucleon coupling versus mass plane. The obtained bounds are in good agreement with previous results from numerical simulations, demonstrating the robustness of the method. We also illustrate the sensitivity of the bounds to different PNS parameter calibrations, nuclear effects and cooling exclusion criteria.",https://arxiv.org/abs/2604.28062v1,2026-04-30T16:08:15Z,6,1,1,5,2,skip,5+yr,"This paper derives theoretical limits on exotic particles called axion-like particles (ALPs) using observations from the 1987 supernova, building on an earlier semi-analytic framework to extend it to particles with nonzero mass. The work is a refinement of particle physics constraints with no near-term commercial application. There is no plausible public-market angle within any reasonable investment horizon.",[],Pure particle physics theory constraining hypothetical particles — zero commercial path and no investable public vehicle.,v0.2-2026-04-18,claude-sonnet-4-6,3098,199,0.012279,2026-05-04T21:02:58
